ORDERDATE,SALESAMOUNT,PRODUCT_SALES_R,PRODUCT_SALES_M,COUNTRY_SALES_CANADA,COUNTRY_SALES_UNITED_STATES,COUNTRY_SALES_AUSTRALIA,COUNTRY_SALES_UNITED_KINGDOM,COUNTRY_SALES_GERMANY,COUNTRY_SALES_FRANCE,MIN_SALESAMOUNT_3,MIN_SALESAMOUNT_7,MIN_SALESAMOUNT_14,MIN_SALESAMOUNT_30,MAX_SALESAMOUNT_3,MAX_SALESAMOUNT_7,MAX_SALESAMOUNT_14,MAX_SALESAMOUNT_30,SUM_SALESAMOUNT_3,SUM_SALESAMOUNT_7,SUM_SALESAMOUNT_14,SUM_SALESAMOUNT_30,AVG_SALESAMOUNT_3,AVG_SALESAMOUNT_7,AVG_SALESAMOUNT_14,AVG_SALESAMOUNT_30,STDDEV_SALESAMOUNT_3,STDDEV_SALESAMOUNT_7,STDDEV_SALESAMOUNT_14,STDDEV_SALESAMOUNT_30,MIN_PRODUCT_SALES_R_3,MIN_PRODUCT_SALES_R_7,MIN_PRODUCT_SALES_R_14,MIN_PRODUCT_SALES_R_30,AVG_PRODUCT_SALES_R_3,AVG_PRODUCT_SALES_R_7,AVG_PRODUCT_SALES_R_14,AVG_PRODUCT_SALES_R_30,AVG_PRODUCT_SALES_M_3,AVG_PRODUCT_SALES_M_7,AVG_PRODUCT_SALES_M_14,AVG_PRODUCT_SALES_M_30,AVG_COUNTRY_SALES_AUSTRALIA_3,AVG_COUNTRY_SALES_AUSTRALIA_7,AVG_COUNTRY_SALES_AUSTRALIA_14,AVG_COUNTRY_SALES_AUSTRALIA_30,AVG_COUNTRY_SALES_UNITED_STATES_3,AVG_COUNTRY_SALES_UNITED_STATES_7,AVG_COUNTRY_SALES_UNITED_STATES_14,AVG_COUNTRY_SALES_UNITED_STATES_30,STDDEV_COUNTRY_SALES_UNITED_STATES_3,STDDEV_COUNTRY_SALES_UNITED_STATES_7,STDDEV_COUNTRY_SALES_UNITED_STATES_14,STDDEV_COUNTRY_SALES_UNITED_STATES_30,AVG_COUNTRY_SALES_UNITED_KINGDOM_3,AVG_COUNTRY_SALES_UNITED_KINGDOM_7,AVG_COUNTRY_SALES_UNITED_KINGDOM_14,AVG_COUNTRY_SALES_UNITED_KINGDOM_30,AVG_COUNTRY_SALES_GERMANY_3,AVG_COUNTRY_SALES_GERMANY_7,AVG_COUNTRY_SALES_GERMANY_14,AVG_COUNTRY_SALES_GERMANY_30,LAG_SUM_SALESAMOUNT_7_7,LAG_SUM_SALESAMOUNT_7_14,LAG_SUM_SALESAMOUNT_7_21,LAG_SUM_SALESAMOUNT_7_28,LAG_SUM_SALESAMOUNT_14_7,LAG_SUM_SALESAMOUNT_14_14,LAG_SUM_SALESAMOUNT_14_21,LAG_SUM_SALESAMOUNT_14_28,LAG_SUM_SALESAMOUNT_30_7,LAG_SUM_SALESAMOUNT_30_14,LAG_SUM_SALESAMOUNT_30_21,LAG_SUM_SALESAMOUNT_30_28,LAG_AVG_SALESAMOUNT_7_7,LAG_AVG_SALESAMOUNT_7_14,LAG_AVG_SALESAMOUNT_7_21,LAG_AVG_SALESAMOUNT_7_28,LAG_AVG_SALESAMOUNT_14_7,LAG_AVG_SALESAMOUNT_14_14,LAG_AVG_SALESAMOUNT_14_21,LAG_AVG_SALESAMOUNT_14_28,LAG_AVG_SALESAMOUNT_30_7,LAG_AVG_SALESAMOUNT_30_14,LAG_AVG_SALESAMOUNT_30_21,LAG_AVG_SALESAMOUNT_30_28,LAG_AVG_PRODUCT_SALES_R_7_7,LAG_AVG_PRODUCT_SALES_R_7_14,LAG_AVG_PRODUCT_SALES_R_7_21,LAG_AVG_PRODUCT_SALES_R_7_28,MOVING_AVERAGE_SUM_SALESAMOUNT,PRODUCT_SALES_R_AVG_7_RATE_OF_CHANGE_21,AVG_SALESAMOUNT_14_RATE_OF_CHANGE_28,AVG_SALESAMOUNT_7_RATE_OF_CHANGE_14,AVG_SALESAMOUNT_7_AVG_30_RATIO,COUNTRY_SALES_UNITED_STATES_AVG_3_RATIO,PRODUCT_SALES_M_AVG_3_RATIO
2011-08-01,18590.4482,18590.4482,,3578.2700,699.0982,10734.8100,3578.2700,,,11255.6282,5675.5646,5675.5646,5675.5646,27145.1846,27145.1846,31644.5900,31669.5900,78753.4192,132280.6684,280691.4512,603407.2786,19688.3548000,16535.0835500,18712.7634133,19464.7509225,6638.80631892739,6489.79275943415,6881.712035451025,7361.748254328837,7855.6382,5675.5646,5675.5646,5675.5646,17150.8623000,13572.5923000,15774.4387466,15639.7622129,5074.9850000,4739.9860000,5509.3587500,6587.4805555,8254.4466000,7722.9005750,7808.3822142,8864.1895153,9048.3948666,6733.4041714,7022.5373538,7630.5978518,7448.762995909679,5544.669962198427,4436.4047656481025,4315.589105260099,3578.2700000,3510.5100000,5593.9557142,4991.7578800,4277.3682000,2488.2332000,2792.1521333,2268.8886500,154086.3474,183316.3410,144375.9528,173840.4692,321691.4120,296072.7038,300503.3520,322678.3130,630431.9622,670830.0696,683669.9532,734058.2714,19260.7934250,22914.5426250,18046.9941000,21730.0586500,21446.0941333,19738.1802533,20033.5568000,21511.8875333,20336.5149096,21639.6796645,22053.8694580,23679.2990774,16713.9259250,16986.4351250,14662.6291000,17073.8224000,152686.0086266667,-51.906514285714,-99.968718571429,-455.675648214286,0.849488576342,1.185804184985,0.770398478939
2011-08-02,18590.4482,18590.4482,,7156.5400,,3578.2700,3578.2700,699.0982,3578.2700,18590.4482,11255.6282,5675.5646,5675.5646,27145.1846,27145.1846,31644.5900,31669.5900,86088.2392,145195.5520,283570.6230,607684.6468,21522.0598000,18149.4440000,18904.7082000,19602.7305419,4035.9167857529274,4784.916257540001,6831.9880093962465,7301.813982665501,15012.1782,7855.6382,5675.5646,5675.5646,19834.5648000,15186.9527500,15966.3835333,15777.7418322,6749.9800000,4739.9860000,5509.3587500,6587.4805555,6335.1070500,7722.9005750,7708.5110428,8726.5637461,9048.3948666,7506.0891000,7022.5373538,7786.4566153,7448.762995909679,5645.961848735658,4436.4047656481025,4322.865210177703,3578.2700000,3527.4500000,4571.5928571,4991.7578800,2488.2332000,1891.8548666,2268.8886500,1954.9305600,155884.8610,170287.1992,151710.7728,154729.2028,307581.6120,296950.0820,298584.3374,303567.0466,622398.0440,648343.8132,694404.7632,720850.8496,19485.6076250,21285.8999000,18963.8466000,19341.1503500,20505.4408000,19796.6721333,19905.6224933,20237.8031066,20077.3562580,20914.3165548,22400.1536516,23253.2532129,16091.8676250,16626.5386500,16004.4803500,15109.9128500,154568.6366666667,-38.929885714286,-47.610532378571,-224.032564285714,0.925863055721,1.162068359672,1.024667920175
2011-08-03,24844.6100,21469.6200,3374.9900,10734.8100,3578.2700,7156.5400,,,3374.9900,18590.4482,11255.6282,5675.5646,5675.5646,24844.6100,27145.1846,31644.5900,31669.5900,83787.6646,152530.3720,289824.7848,604487.9368,20946.9161500,19066.2965000,19321.6523200,19499.6108645,2997.9170183740594,5317.882333833437,7000.208569879911,7200.53814570041,15012.1782,7855.6382,5675.5646,5675.5646,18415.6736500,16528.8040000,16158.3283200,15893.1698967,5062.4850000,4059.9880000,5272.2066666,6211.0927777,7054.9000000,7297.9018250,7964.1017571,8588.9379769,6429.8488000,7506.0891000,6968.7605692,7656.6493076,7570.6466705993535,5645.961848735658,4476.509760257779,4398.888997275305,3578.2700000,3578.2700000,3544.3900000,4864.3848714,699.0982000,1891.8548666,2268.8886500,1954.9305600,152128.3110,166708.9292,151710.7728,147775.9428,297367.6202,310564.0638,278220.3756,302664.6684,622918.8622,641098.0150,664069.1114,724225.8396,19016.0388750,20838.6161500,18963.8466000,18471.9928500,19824.5080133,20704.2709200,18548.0250400,20177.6445600,20094.1568451,20680.5811290,21421.5842387,23362.1238580,15197.3001250,16179.2549000,16004.4803500,14662.6291000,154832.6253333333,24.967792857143,-30.571151428571,-126.594260714286,0.977778307090,0.839773188204,0.815071547180
2011-08-04,16410.3746,16410.3746,,,699.0982,7156.5400,4277.3682,3578.2700,699.0982,16410.3746,11255.6282,5675.5646,5675.5646,24844.6100,27145.1846,31644.5900,31669.5900,78435.8810,154106.8484,284765.5394,603185.2414,19608.9702500,19263.3560500,18984.3692933,19457.5884322,3638.576280939721,5165.67204388149,7011.196430979749,7215.098515471605,16410.3746,7855.6382,5675.5646,5675.5646,18765.2227500,17150.8623000,15821.0452933,15960.8245612,3374.9900000,4224.9875000,5272.2066666,6376.4517647,7156.5400000,6872.9030750,7708.5110428,8535.8862000,1658.8221333,7026.2271333,6747.2858153,7270.6603923,1662.2906137731793,6146.7094152063455,4722.68683821877,4555.499449739539,3811.3027333,3753.0445500,3660.9063666,4927.0547428,2138.6841000,2313.4586500,2530.7649200,2225.4871333,146166.6874,183544.6210,162114.0228,131842.6292,305019.9784,313989.0538,285401.9156,285472.4166,611459.9540,638822.4404,678050.6314,711489.2360,18270.8359250,22943.0776250,20264.2528500,16480.3286500,20334.6652266,20932.6035866,19026.7943733,19031.4944400,19724.5146451,20607.1754967,21872.6010129,22951.2656774,14030.2234250,17433.7188750,16451.7641000,13942.8361500,157460.3686266667,33.290390476190,-1.683040953571,-262.837255357143,0.990017653890,0.228152883479,0.529289662110
2011-08-05,20884.7800,10734.8100,10149.9700,3578.2700,3374.9900,6978.2600,3578.2700,,3374.9900,16410.3746,11255.6282,5675.5646,5675.5646,24844.6100,27145.1846,31644.5900,31669.5900,80730.2128,159483.6320,280958.9894,616214.3832,20182.5532000,19935.4540000,18730.5992933,19877.8833290,3605.18264938997,4952.657842645175,6857.073655649536,6888.843498513062,10734.8100,7855.6382,5675.5646,5675.5646,16801.3132000,16976.0877500,15343.9426266,16053.7010709,6762.4800000,5918.7325000,5644.4277777,6586.0916666,6217.4025000,7235.9245500,7452.9203285,8480.2566928,2550.7860666,5799.5904666,6456.3973538,7262.8419307,1606.8265794012784,5990.998311262717,4811.012821985636,4562.259495354758,3811.3027333,3718.0896400,3660.9063666,4837.1357600,2138.6841000,2851.5788000,2313.4586500,2530.7649200,132730.9856,183519.6210,174939.8846,135039.3392,284606.0166,337078.9074,284613.7956,295825.6666,594495.9822,648298.3122,659752.7214,681400.6214,16591.3732000,22939.9526250,21867.4855750,16879.9174000,18973.7344400,22471.9271600,18974.2530400,19721.7111066,19177.2897483,20912.8487806,21282.3458516,21980.6652064,12775.7594500,17433.7188750,16364.3768250,13495.5524000,157588.0049200000,29.129091666667,-35.396850475000,-214.607044642857,1.002896217371,0.351210461544,1.026781943272
2011-08-06,24087.7328,20687.7428,3399.9900,11255.6282,4976.4664,3578.2700,3578.2700,,699.0982,16410.3746,16410.3746,5675.5646,5675.5646,24844.6100,27145.1846,27145.1846,31669.5900,86227.4974,172315.7366,273402.1322,619035.7760,21556.8743500,21539.4670750,18226.8088133,19968.8960000,3836.344644331342,3645.367269379029,6073.320334441323,6926.334241036514,10734.8100,10734.8100,5675.5646,5675.5646,17325.6368500,18580.1008250,15291.8174800,16143.9072903,5641.6500000,5918.7325000,4891.6522222,6587.4805555,6217.4025000,6276.2547750,6956.2589000,8311.2226689,3157.2061500,5682.0013142,6013.4478461,7041.3671769,1786.6847438930863,5477.850043517466,4646.547624082153,4526.601001353827,3811.3027333,3694.7863666,3649.1011714,4758.4566500,3578.2700000,2851.5788000,2313.4586500,2530.7649200,128231.5802,172873.8328,174240.7864,141000.9628,290370.6030,322448.2892,297350.3992,294630.7502,597153.1168,633286.1340,662453.6132,681578.9014,16028.9475250,21609.2291000,21780.0983000,17625.1203500,19358.0402000,21496.5526133,19823.3599466,19642.0500133,19263.0037677,20428.5849677,21369.4713935,21986.4161741,13485.2050250,17793.6153500,16276.9895500,14662.6291000,158840.6025200000,109.671965476190,-50.544328571429,-4.983001785714,1.078650871585,0.448379706765,0.856419985223
2011-08-07,21088.0600,14313.0800,6774.9800,,10531.5300,10556.5300,,,,16410.3746,16410.3746,5675.5646,5675.5646,24087.7328,24844.6100,27145.1846,31669.5900,82470.9474,166258.6120,283755.3822,631569.0996,20617.7368500,20782.3265000,18917.0254800,20373.1967612,3164.136791455626,2858.9339240702175,5740.23272808681,6595.76994992066,10734.8100,10734.8100,5675.5646,5675.5646,15536.5018500,16976.0877500,15530.3688133,16329.6603096,6774.9800000,6089.9820000,5079.9850000,6597.3489473,7067.4000000,7061.1500000,7196.2769733,8527.7454896,4895.5211500,5553.0901428,6273.0624615,7170.6324666,4151.02912718372,5328.511606073978,4807.243387329717,4489.230683019461,3811.3027333,3718.0896400,3649.1011714,4790.5292133,3578.2700000,2138.6841000,2313.4586500,2530.7649200,139258.9284,173776.2110,181714.8646,140797.6828,287466.4312,330125.6474,308402.7474,283196.8420,596746.5568,643842.6640,676588.4132,688532.1614,17407.3660500,21722.0263750,22714.3580750,17599.7103500,19164.4287466,22008.3764933,20560.1831600,18879.7894666,19249.8889290,20769.1181935,21825.4326838,22210.7148838,14019.8760500,18328.2863750,16364.3768250,14215.3453500,160925.6545733333,29.129091666667,1.329857621429,-67.121419642857,1.020081764467,0.682718180412,1.026924610797
2011-08-08,14109.8000,10734.8100,3374.9900,,3578.2700,3578.2700,3374.9900,3578.2700,,14109.8000,14109.8000,5675.5646,5675.5646,24087.7328,24844.6100,27145.1846,31669.5900,80170.3728,158606.2538,272296.4740,620313.4714,20042.5932000,19825.7817250,18153.0982666,20010.1119806,4217.561261102237,3653.9066911934074,5551.155393347866,6621.546782849588,10734.8100,10734.8100,5675.5646,5675.5646,14117.6107000,16441.4167250,14768.1082666,16076.2526258,5924.9825000,5414.9840000,5077.4850000,6418.4021052,6172.8325000,6664.6862500,6957.7256400,8287.1158344,5615.3141000,3919.6746857,5682.4964461,6754.6832740,3353.898522495561,3319.323750173865,4611.733459811351,4269.181101471746,3510.5100000,3660.9063666,3614.8372750,4702.0580125,3578.2700000,2618.5460666,2566.4209200,2705.3491000,132280.6684,154086.3474,183316.3410,144375.9528,280691.4512,321691.4120,296072.7038,300503.3520,603407.2786,630431.9622,670830.0696,683669.9532,16535.0835500,19260.7934250,22914.5426250,18046.9941000,18712.7634133,21446.0941333,19738.1802533,20033.5568000,19464.7509225,20336.5149096,21639.6796645,22053.8694580,13572.5923000,16713.9259250,16986.4351250,14662.6291000,153028.1079733333,-25.953257142857,-67.159233335714,40.356307142857,0.990788144725,0.831321598988,0.923124229814
2011-08-09,10734.8100,10734.8100,,,,3578.2700,7156.5400,,,10734.8100,10734.8100,10734.8100,5675.5646,24087.7328,24844.6100,27145.1846,31669.5900,70020.4028,150750.6156,277355.7194,613156.9314,17505.1007000,18843.8269500,18490.3812933,19779.2558516,6151.789596405637,4882.374646203479,4848.050592165402,6819.668607060611,10734.8100,10734.8100,7855.6382,5675.5646,14117.6107000,15459.4619500,15105.3912933,15845.3964967,4516.6533333,5414.9840000,5077.4850000,6418.4021052,5322.8350000,5770.1187500,6957.7256400,8163.7272137,6362.0888000,4456.4374333,5981.2632666,6739.2272461,3677.8958975800715,3286.538074238139,4683.551628431199,4352.957106470513,4703.2666666,4257.2847000,4008.3598000,4846.4393058,3578.2700000,2618.5460666,2566.4209200,2705.3491000,145195.5520,155884.8610,170287.1992,151710.7728,283570.6230,307581.6120,296950.0820,298584.3374,607684.6468,622398.0440,648343.8132,694404.7632,18149.4440000,19485.6076250,21285.8999000,18963.8466000,18904.7082000,20505.4408000,19796.6721333,19905.6224933,19602.7305419,20077.3562580,20914.3165548,22400.1536516,15186.9527500,16091.8676250,16626.5386500,16004.4803500,152965.0026800000,-55.575080952381,-50.544328571429,-45.841476785714,0.952706567496,0.944038324822,0.703703703705
2011-08-10,35401.1400,28626.1600,6774.9800,7156.5400,14109.8000,3578.2700,6978.2600,3578.2700,,10734.8100,10734.8100,10734.8100,5675.5646,35401.1400,35401.1400,35401.1400,35401.1400,81333.8100,167561.3074,295247.0694,634448.2714,20333.4525000,20945.1634250,19683.1379600,20466.0732709,10931.185165392253,7612.194822376031,6506.713551517984,7285.862266066326,10734.8100,10734.8100,7855.6382,5675.5646,16102.2150000,16713.9259250,16298.1479600,16422.5368193,5641.6500000,5641.6500000,5077.4850000,6597.3489473,5322.8350000,5770.1187500,6492.5083066,8047.3482482,9406.5333333,5835.4892285,6858.8907666,7144.2860923,5355.137174735427,4723.7270672101,5155.2990113299475,4533.315307308751,5836.5966666,4823.9497000,4408.7231333,4964.8737888,3578.2700000,3578.2700000,2735.0624333,2830.0520857,152530.3720,152128.3110,166708.9292,151710.7728,289824.7848,297367.6202,310564.0638,278220.3756,604487.9368,622918.8622,641098.0150,664069.1114,19066.2965000,19016.0388750,20838.6161500,18963.8466000,19321.6523200,19824.5080133,20704.2709200,18548.0250400,19499.6108645,20094.1568451,20680.5811290,21421.5842387,16528.8040000,15197.3001250,16179.2549000,16004.4803500,159296.1059466667,25.460525000000,40.539747142857,137.794610714286,1.023408992422,1.316651266729,0.855138942182
2011-08-11,40060.0682,40060.0682,,17891.3500,3578.2700,14313.0800,,3578.2700,699.0982,10734.8100,10734.8100,10734.8100,5675.5646,40060.0682,40060.0682,40060.0682,40060.0682,100305.8182,182776.7656,320473.2394,642888.7496,25076.4545500,22847.0957000,21364.8826266,20738.3467612,14799.30277717488,10190.00700990369,8202.798652546424,7852.259233701062,10734.8100,10734.8100,7855.6382,5675.5646,22538.9620500,19037.7319500,18206.5586266,17022.2286967,5074.9850000,6094.9820000,5263.8733333,6399.9811111,6261.9725000,6664.6862500,6742.9449733,8177.7465241,7088.7800000,5835.4892285,6858.8907666,6746.0841692,6080.381680478619,4723.7270672101,5155.2990113299475,4364.863958841186,5836.5966666,4823.9497000,4408.7231333,5046.4387176,3578.2700000,3578.2700000,2855.5206571,2923.5793250,154106.8484,146166.6874,183544.6210,162114.0228,284765.5394,305019.9784,313989.0538,285401.9156,603185.2414,611459.9540,638822.4404,678050.6314,19263.3560500,18270.8359250,22943.0776250,20264.2528500,18984.3692933,20334.6652266,20932.6035866,19026.7943733,19457.5884322,19724.5146451,20607.1754967,21872.6010129,17150.8623000,14030.2234250,17433.7188750,16451.7641000,166534.3032400000,76.381575000000,83.503151903571,326.875698214286,1.101683560560,1.050799222513,0.792968746611
2011-08-12,10531.5300,7156.5400,3374.9900,10531.5300,,,,,,10531.5300,10531.5300,10531.5300,5675.5646,40060.0682,40060.0682,40060.0682,40060.0682,96727.5482,176897.9210,315496.7730,628372.3896,24181.8870500,22112.2401250,21033.1182000,20270.0770838,15760.122695899508,10907.241227054928,8549.8959000288,8017.789858506422,7156.5400,7156.5400,7156.5400,5675.5646,21644.3945500,17881.0026250,17874.7942000,16445.0883741,5074.9850000,5641.6500000,5263.8733333,6240.7710526,7156.5400000,6594.4214285,6933.5776000,8214.2181857,8844.0350000,6691.5544000,6506.5344727,6729.6659360,7446.916279269561,4540.968754972287,5253.186960488137,4454.0511593903475,7067.4000000,4933.2660000,4408.7231333,5046.4387176,3578.2700000,3578.2700000,3214.9244000,2923.5793250,159483.6320,132730.9856,183519.6210,174939.8846,280958.9894,284606.0166,337078.9074,284613.7956,616214.3832,594495.9822,648298.3122,659752.7214,19935.4540000,16591.3732000,22939.9526250,21867.4855750,18730.5992933,18973.7344400,22471.9271600,18974.2530400,19877.8833290,19177.2897483,20912.8487806,21282.3458516,16976.0877500,12775.7594500,17433.7188750,16364.3768250,164173.0810933333,21.299226190476,73.530898571429,394.347637500000,1.090880909509,1.314186333186,0.813198394433
2011-08-13,24666.3300,17891.3500,6774.9800,10734.8100,,,6978.2600,6953.2600,,10531.5300,10531.5300,10531.5300,5675.5646,40060.0682,40060.0682,40060.0682,40060.0682,110659.0682,180679.4710,328907.4748,645183.0814,27664.7670500,22584.9338750,21927.1649866,20812.3574645,13115.301414441941,10928.367934462825,8146.08232329651,7712.849160131091,7156.5400,7156.5400,7156.5400,5675.5646,23433.5295500,18775.5701250,18543.8416533,16768.8210129,5641.6500000,5079.1516666,5638.8722222,6267.4815000,8945.6750000,6530.4483333,6601.1121692,8214.2181857,8844.0350000,7354.8672800,6506.5344727,6831.8450083,7446.916279269561,4740.845569752192,5253.186960488137,4519.8181179135745,6978.2600000,5613.2640000,4665.6768200,5246.4381294,4703.2666666,4422.0175000,3748.9723428,3371.3216222,172315.7366,128231.5802,172873.8328,174240.7864,273402.1322,290370.6030,322448.2892,297350.3992,619035.7760,597153.1168,633286.1340,662453.6132,21539.4670750,16028.9475250,21609.2291000,21780.0983000,18226.8088133,19358.0402000,21496.5526133,19823.3599466,19968.8960000,19263.0037677,20428.5849677,21369.4713935,18580.1008250,13485.2050250,17793.6153500,16276.9895500,166489.5662666667,46.759751190476,75.135894285714,468.284739285714,1.085169419828,1.294530977980,0.900146254919
2011-08-14,22867.8164,22867.8164,,7156.5400,7156.5400,699.0982,699.0982,3578.2700,3578.2700,10531.5300,10531.5300,10531.5300,5675.5646,40060.0682,40060.0682,40060.0682,40060.0682,98125.7446,179459.5546,324630.1066,636381.3078,24531.4361500,22432.4443250,21642.0071066,20528.4292838,12109.522596926945,10912.903066606603,8024.331624143967,7457.630558806281,7156.5400,7156.5400,7156.5400,5675.5646,21993.9436500,19048.0793250,18258.6837733,16813.9241225,5074.9850000,5414.9840000,5638.8722222,6060.5084210,7506.0891000,6050.5863666,6325.8606307,7612.9434785,5367.4050000,7790.8820000,6117.6828181,6690.1787583,2530.2189819163873,4564.385655503926,5004.397726540361,4450.754057043176,3838.6791000,5037.4296400,4377.7596400,5077.0750823,4703.2666666,4253.2680000,3649.1011714,3392.0164600,166258.6120,139258.9284,173776.2110,181714.8646,283755.3822,287466.4312,330125.6474,308402.7474,631569.0996,596746.5568,643842.6640,676588.4132,20782.3265000,17407.3660500,21722.0263750,22714.3580750,18917.0254800,19164.4287466,22008.3764933,20560.1831600,20373.1967612,19249.8889290,20769.1181935,21825.4326838,16976.0877500,14019.8760500,18328.2863750,16364.3768250,167291.7528533333,34.275854761905,38.636569521429,358.934162500000,1.092750157105,0.802281253448,0.837386015737
2011-08-15,21469.6200,21469.6200,,,10734.8100,7156.5400,,3578.2700,,10531.5300,10531.5300,10531.5300,5675.5646,24666.3300,40060.0682,40060.0682,40060.0682,79535.2964,179841.1146,324337.5684,636470.3296,19883.8241000,22480.1393250,21622.5045600,20531.3009548,6370.680923819308,10907.020257950306,8024.374243465681,7457.986768135288,7156.5400,7156.5400,7156.5400,5675.5646,17346.3316000,19942.6468250,18689.1798933,17253.0848258,5074.9850000,5074.9850000,5499.9837500,5645.8166666,3927.8191000,5483.9213666,6357.1344769,7595.2356857,8945.6750000,7831.5380000,5728.8311636,6996.8379250,2530.2189819163873,4595.69803474619,4370.154684542099,4465.926446873103,3838.6791000,5037.4296400,4377.7596400,4959.8135250,4703.2666666,4140.7683333,3640.2472750,3408.9486000,158606.2538,132280.6684,154086.3474,183316.3410,272296.4740,280691.4512,321691.4120,296072.7038,620313.4714,603407.2786,630431.9622,670830.0696,19825.7817250,16535.0835500,19260.7934250,22914.5426250,18153.0982666,18712.7634133,21446.0941333,19738.1802533,20010.1119806,19464.7509225,20336.5149096,21639.6796645,16441.4167250,13572.5923000,16713.9259250,16986.4351250,161464.1086133333,153.748614285714,67.297296667857,424.646841071429,1.094920354754,1.278531115897,0.898892985673
2011-08-16,7677.3582,4277.3682,3399.9900,,3399.9900,4277.3682,,,,7677.3582,7677.3582,7677.3582,5675.5646,24666.3300,40060.0682,40060.0682,40060.0682,76681.1246,173408.6728,313424.4784,619481.3578,19170.2811500,21676.0841000,20894.9652266,19983.2696064,7772.870704536707,11811.794024446106,8778.228697819615,7762.005516247094,4277.3682,4277.3682,4277.3682,4277.3682,16626.5386500,19135.4666000,17734.9745600,16813.9241225,5087.4850000,5081.2350000,5266.6511111,5458.3172222,4044.3354666,5600.4377333,5860.4081846,6994.8538357,7097.1133333,7795.8820000,5974.3667818,6852.9640080,3667.771088090604,4637.449028050874,4128.494180817677,4430.685142935984,3838.6791000,5453.0395500,4466.5918222,4959.8135250,4703.2666666,4253.2680000,3640.2472750,3408.9486000,150750.6156,145195.5520,155884.8610,170287.1992,277355.7194,283570.6230,307581.6120,296950.0820,613156.9314,607684.6468,622398.0440,648343.8132,18843.8269500,18149.4440000,19485.6076250,21285.8999000,18490.3812933,18904.7082000,20505.4408000,19796.6721333,19779.2558516,19602.7305419,20077.3562580,20914.3165548,15459.4619500,15186.9527500,16091.8676250,16626.5386500,159179.2935733333,144.933284523810,39.224753332143,251.902864285714,1.084711587590,1.035626821477,0.932061071736
2011-08-17,14313.0800,14313.0800,,3578.2700,3578.2700,3578.2700,,3578.2700,,7677.3582,7677.3582,7677.3582,5675.5646,22867.8164,40060.0682,40060.0682,40060.0682,66327.8746,176986.9428,309147.1102,608429.0096,16581.9686500,22123.3678500,20609.8073466,19626.7422451,7019.994316894302,11398.816949595868,8926.657013686827,7760.379809293501,4277.3682,4277.3682,4277.3682,4277.3682,15731.9711500,19582.7503500,17449.8166800,16675.9445032,3399.9900000,5081.2350000,5266.6511111,5380.8664705,3927.8191000,5600.4377333,5860.4081846,6752.8902642,6217.4025000,7092.9466666,5774.6920500,6423.5716080,3473.3165376757224,4491.041670626834,3996.6745473975984,4191.2813497311545,699.0982000,4885.2060666,4577.6320500,4959.8135250,3578.2700000,4140.7683333,4000.1437500,3423.0587166,167561.3074,152530.3720,152128.3110,166708.9292,295247.0694,289824.7848,297367.6202,310564.0638,634448.2714,604487.9368,622918.8622,641098.0150,20945.1634250,19066.2965000,19016.0388750,20838.6161500,19683.1379600,19321.6523200,19824.5080133,20704.2709200,20466.0732709,19499.6108645,20094.1568451,20680.5811290,16713.9259250,16528.8040000,15197.3001250,16179.2549000,165582.4407200000,208.830963095238,-3.373699050000,218.362239285714,1.127205298451,0.967904287430,0.631866636840
2011-08-18,7156.5400,7156.5400,,3578.2700,,,,,3578.2700,7156.5400,7156.5400,7156.5400,5675.5646,21469.6200,40060.0682,40060.0682,40060.0682,50616.5982,148742.3428,291459.0402,599874.2732,12654.1495500,18592.7928500,19430.6026800,19350.7830064,6719.541958557554,11068.089388172122,9478.516574187051,8050.9195256214925,4277.3682,4277.3682,4277.3682,4277.3682,11804.1520500,16899.0478500,16495.6113466,16399.9852645,3399.9900000,4516.6533333,5503.1087500,5380.8664705,5004.0594000,6004.8712800,5752.3972000,6818.6837407,5904.3566666,5689.5760000,5974.3667818,6423.5716080,4184.244913211143,3231.245874067772,4128.494180817677,4191.2813497311545,,3838.6791000,4577.6320500,4574.8137600,3578.2700000,4253.2680000,4000.1437500,3423.0587166,182776.7656,154106.8484,146166.6874,183544.6210,320473.2394,284765.5394,305019.9784,313989.0538,642888.7496,603185.2414,611459.9540,638822.4404,22847.0957000,19263.3560500,18270.8359250,22943.0776250,21364.8826266,18984.3692933,20334.6652266,20932.6035866,20738.3467612,19457.5884322,19724.5146451,20607.1754967,19037.7319500,17150.8623000,14030.2234250,17433.7188750,160867.8211600000,136.610686904762,-53.642889521429,-47.897371428571,0.960828967172,0.919170366101,0.631866636840
